L1,L2,ID1,ID2
stateAssemblyDistrict,schoolDistrict,25,25
stateAssemblyDistrict,schoolDistrict,25,28
stateAssemblyDistrict,schoolDistrict,25,29
stateAssemblyDistrict,schoolDistrict,25,26
stateAssemblyDistrict,schoolDistrict,27,25
stateAssemblyDistrict,schoolDistrict,27,28
stateAssemblyDistrict,schoolDistrict,27,30
stateAssemblyDistrict,schoolDistrict,27,26
stateAssemblyDistrict,schoolDistrict,27,24
stateAssemblyDistrict,schoolDistrict,27,27
stateAssemblyDistrict,schoolDistrict,35,25
stateAssemblyDistrict,schoolDistrict,35,28
stateAssemblyDistrict,schoolDistrict,35,30
stateAssemblyDistrict,schoolDistrict,35,24
stateAssemblyDistrict,schoolDistrict,62,31
stateAssemblyDistrict,schoolDistrict,33,29
stateAssemblyDistrict,schoolDistrict,33,26
stateAssemblyDistrict,schoolDistrict,36,30
stateAssemblyDistrict,schoolDistrict,49,21
stateAssemblyDistrict,schoolDistrict,49,15
stateAssemblyDistrict,schoolDistrict,49,20
stateAssemblyDistrict,schoolDistrict,26,25
stateAssemblyDistrict,schoolDistrict,26,26
stateAssemblyDistrict,schoolDistrict,73,3
stateAssemblyDistrict,schoolDistrict,73,2
stateAssemblyDistrict,schoolDistrict,59,18
stateAssemblyDistrict,schoolDistrict,59,22
stateAssemblyDistrict,schoolDistrict,59,19
stateAssemblyDistrict,schoolDistrict,59,27
stateAssemblyDistrict,schoolDistrict,34,30
stateAssemblyDistrict,schoolDistrict,34,24
stateAssemblyDistrict,schoolDistrict,39,30
stateAssemblyDistrict,schoolDistrict,39,24
stateAssemblyDistrict,schoolDistrict,46,21
stateAssemblyDistrict,schoolDistrict,46,20
stateAssemblyDistrict,schoolDistrict,47,21
stateAssemblyDistrict,schoolDistrict,47,20
stateAssemblyDistrict,schoolDistrict,69,3
stateAssemblyDistrict,schoolDistrict,69,5
stateAssemblyDistrict,schoolDistrict,69,2
stateAssemblyDistrict,schoolDistrict,79,8
stateAssemblyDistrict,schoolDistrict,79,10
stateAssemblyDistrict,schoolDistrict,79,12
stateAssemblyDistrict,schoolDistrict,79,7
stateAssemblyDistrict,schoolDistrict,79,9
stateAssemblyDistrict,schoolDistrict,84,8
stateAssemblyDistrict,schoolDistrict,84,7
stateAssemblyDistrict,schoolDistrict,84,9
stateAssemblyDistrict,schoolDistrict,78,10
stateAssemblyDistrict,schoolDistrict,78,12
stateAssemblyDistrict,schoolDistrict,78,11
stateAssemblyDistrict,schoolDistrict,86,10
stateAssemblyDistrict,schoolDistrict,86,12
stateAssemblyDistrict,schoolDistrict,86,9
stateAssemblyDistrict,schoolDistrict,86,10
stateAssemblyDistrict,schoolDistrict,31,28
stateAssemblyDistrict,schoolDistrict,31,29
stateAssemblyDistrict,schoolDistrict,31,27
stateAssemblyDistrict,schoolDistrict,24,25
stateAssemblyDistrict,schoolDistrict,24,28
stateAssemblyDistrict,schoolDistrict,24,29
stateAssemblyDistrict,schoolDistrict,24,26
stateAssemblyDistrict,schoolDistrict,24,27
stateAssemblyDistrict,schoolDistrict,29,28
stateAssemblyDistrict,schoolDistrict,29,29
stateAssemblyDistrict,schoolDistrict,77,10
stateAssemblyDistrict,schoolDistrict,77,7
stateAssemblyDistrict,schoolDistrict,77,9
stateAssemblyDistrict,schoolDistrict,61,31
stateAssemblyDistrict,schoolDistrict,30,28
stateAssemblyDistrict,schoolDistrict,30,30
stateAssemblyDistrict,schoolDistrict,30,24
stateAssemblyDistrict,schoolDistrict,37,32
stateAssemblyDistrict,schoolDistrict,37,30
stateAssemblyDistrict,schoolDistrict,37,14
stateAssemblyDistrict,schoolDistrict,37,24
stateAssemblyDistrict,schoolDistrict,23,19
stateAssemblyDistrict,schoolDistrict,23,27
stateAssemblyDistrict,schoolDistrict,60,18
stateAssemblyDistrict,schoolDistrict,60,23
stateAssemblyDistrict,schoolDistrict,60,19
stateAssemblyDistrict,schoolDistrict,60,27
stateAssemblyDistrict,schoolDistrict,83,11
stateAssemblyDistrict,schoolDistrict,38,32
stateAssemblyDistrict,schoolDistrict,38,19
stateAssemblyDistrict,schoolDistrict,38,24
stateAssemblyDistrict,schoolDistrict,38,27
stateAssemblyDistrict,schoolDistrict,54,23
stateAssemblyDistrict,schoolDistrict,54,32
stateAssemblyDistrict,schoolDistrict,54,14
stateAssemblyDistrict,schoolDistrict,54,16
stateAssemblyDistrict,schoolDistrict,54,19
stateAssemblyDistrict,schoolDistrict,54,24
stateAssemblyDistrict,schoolDistrict,54,27
stateAssemblyDistrict,schoolDistrict,71,5
stateAssemblyDistrict,schoolDistrict,71,6
stateAssemblyDistrict,schoolDistrict,67,3
stateAssemblyDistrict,schoolDistrict,67,2
stateAssemblyDistrict,schoolDistrict,75,3
stateAssemblyDistrict,schoolDistrict,75,2
stateAssemblyDistrict,schoolDistrict,74,14
stateAssemblyDistrict,schoolDistrict,74,1
stateAssemblyDistrict,schoolDistrict,74,2
stateAssemblyDistrict,schoolDistrict,76,30
stateAssemblyDistrict,schoolDistrict,76,4
stateAssemblyDistrict,schoolDistrict,76,2
stateAssemblyDistrict,stateSenate,52,20
stateAssemblyDistrict,stateSenate,52,21
stateAssemblyDistrict,stateSenate,52,25
stateAssemblyDistrict,stateSenate,52,26
stateAssemblyDistrict,stateSenate,63,23
stateAssemblyDistrict,stateSenate,63,24
stateAssemblyDistrict,stateSenate,70,29
stateAssemblyDistrict,stateSenate,70,30
stateAssemblyDistrict,stateSenate,70,31
stateAssemblyDistrict,stateSenate,58,19
stateAssemblyDistrict,stateSenate,58,20
stateAssemblyDistrict,stateSenate,58,21
stateAssemblyDistrict,stateSenate,43,20
stateAssemblyDistrict,stateSenate,43,21
stateAssemblyDistrict,stateSenate,43,25
stateAssemblyDistrict,stateSenate,56,18
stateAssemblyDistrict,stateSenate,56,20
stateAssemblyDistrict,stateSenate,56,25
stateAssemblyDistrict,stateSenate,56,26
stateAssemblyDistrict,stateSenate,41,17
stateAssemblyDistrict,stateSenate,41,19
stateAssemblyDistrict,stateSenate,41,21
stateAssemblyDistrict,stateSenate,41,22
stateAssemblyDistrict,stateSenate,41,23
stateAssemblyDistrict,stateSenate,65,26
stateAssemblyDistrict,stateSenate,65,27
stateAssemblyDistrict,stateSenate,66,26
stateAssemblyDistrict,stateSenate,66,27
stateAssemblyDistrict,stateSenate,66,28
stateAssemblyDistrict,stateSenate,82,32
stateAssemblyDistrict,stateSenate,82,34
stateAssemblyDistrict,stateSenate,82,36
stateAssemblyDistrict,stateSenate,53,12
stateAssemblyDistrict,stateSenate,53,18
stateAssemblyDistrict,stateSenate,53,26
stateAssemblyDistrict,stateSenate,51,17
stateAssemblyDistrict,stateSenate,51,20
stateAssemblyDistrict,stateSenate,51,21
stateAssemblyDistrict,stateSenate,51,22
stateAssemblyDistrict,stateSenate,51,23
stateAssemblyDistrict,stateSenate,51,25
stateAssemblyDistrict,stateSenate,51,26
stateAssemblyDistrict,stateSenate,68,28
stateAssemblyDistrict,stateSenate,68,29
stateAssemblyDistrict,stateSenate,68,30
stateAssemblyDistrict,stateSenate,45,17
stateAssemblyDistrict,stateSenate,45,19
stateAssemblyDistrict,stateSenate,45,22
stateAssemblyDistrict,stateSenate,45,23
stateAssemblyDistrict,stateSenate,55,18
stateAssemblyDistrict,stateSenate,55,19
stateAssemblyDistrict,stateSenate,55,20
stateAssemblyDistrict,stateSenate,55,25
stateAssemblyDistrict,stateSenate,48,17
stateAssemblyDistrict,stateSenate,48,22
stateAssemblyDistrict,stateSenate,87,32
stateAssemblyDistrict,stateSenate,87,33
stateAssemblyDistrict,stateSenate,87,34
stateAssemblyDistrict,stateSenate,80,33
stateAssemblyDistrict,stateSenate,80,34
stateAssemblyDistrict,stateSenate,80,36
stateAssemblyDistrict,stateSenate,72,30
stateAssemblyDistrict,stateSenate,72,31
stateAssemblyDistrict,stateSenate,72,33
stateAssemblyDistrict,stateSenate,72,34
stateAssemblyDistrict,stateSenate,81,31
stateAssemblyDistrict,stateSenate,81,33
stateAssemblyDistrict,stateSenate,81,34
stateAssemblyDistrict,stateSenate,81,36
stateAssemblyDistrict,stateSenate,50,18
stateAssemblyDistrict,stateSenate,50,25
stateAssemblyDistrict,stateSenate,50,26
stateAssemblyDistrict,stateSenate,50,27
stateAssemblyDistrict,stateSenate,85,29
stateAssemblyDistrict,stateSenate,85,32
stateAssemblyDistrict,stateSenate,85,34
stateAssemblyDistrict,stateSenate,28,10
stateAssemblyDistrict,stateSenate,28,14
stateAssemblyDistrict,stateSenate,28,15
stateAssemblyDistrict,stateSenate,28,16
stateAssemblyDistrict,stateSenate,32,10
stateAssemblyDistrict,stateSenate,32,11
stateAssemblyDistrict,stateSenate,32,14
stateAssemblyDistrict,stateSenate,42,17
stateAssemblyDistrict,stateSenate,42,19
stateAssemblyDistrict,stateSenate,42,20
stateAssemblyDistrict,stateSenate,42,21
stateAssemblyDistrict,stateSenate,44,17
stateAssemblyDistrict,stateSenate,44,20
stateAssemblyDistrict,stateSenate,44,21
stateAssemblyDistrict,stateSenate,64,22
stateAssemblyDistrict,stateSenate,64,23
stateAssemblyDistrict,stateSenate,64,24
stateAssemblyDistrict,stateSenate,40,11
stateAssemblyDistrict,stateSenate,40,13
stateAssemblyDistrict,stateSenate,40,16
stateAssemblyDistrict,stateSenate,57,18
stateAssemblyDistrict,stateSenate,57,20
stateAssemblyDistrict,stateSenate,57,21
stateAssemblyDistrict,stateSenate,57,25
stateAssemblyDistrict,stateSenate,57,26
stateAssemblyDistrict,stateSenate,25,11
stateAssemblyDistrict,stateSenate,25,13
stateAssemblyDistrict,stateSenate,25,14
stateAssemblyDistrict,stateSenate,25,15
stateAssemblyDistrict,stateSenate,25,16
stateAssemblyDistrict,stateSenate,27,10
stateAssemblyDistrict,stateSenate,27,11
stateAssemblyDistrict,stateSenate,27,13
stateAssemblyDistrict,stateSenate,27,14
stateAssemblyDistrict,stateSenate,27,15
stateAssemblyDistrict,stateSenate,27,16
stateAssemblyDistrict,stateSenate,35,11
stateAssemblyDistrict,stateSenate,35,13
stateAssemblyDistrict,stateSenate,35,15
stateAssemblyDistrict,stateSenate,35,16
stateAssemblyDistrict,stateSenate,62,24
stateAssemblyDistrict,stateSenate,33,11
stateAssemblyDistrict,stateSenate,33,14
stateAssemblyDistrict,stateSenate,36,12
stateAssemblyDistrict,stateSenate,36,13
stateAssemblyDistrict,stateSenate,49,17
stateAssemblyDistrict,stateSenate,49,20
stateAssemblyDistrict,stateSenate,49,22
stateAssemblyDistrict,stateSenate,49,23
stateAssemblyDistrict,stateSenate,26,11
stateAssemblyDistrict,stateSenate,26,16
stateAssemblyDistrict,stateSenate,73,27
stateAssemblyDistrict,stateSenate,73,28
stateAssemblyDistrict,stateSenate,73,29
stateAssemblyDistrict,stateSenate,59,15
stateAssemblyDistrict,stateSenate,59,19
stateAssemblyDistrict,stateSenate,59,21
stateAssemblyDistrict,stateSenate,59,22
stateAssemblyDistrict,stateSenate,34,12
stateAssemblyDistrict,stateSenate,34,13
stateAssemblyDistrict,stateSenate,34,15
stateAssemblyDistrict,stateSenate,34,16
stateAssemblyDistrict,stateSenate,39,12
stateAssemblyDistrict,stateSenate,39,13
stateAssemblyDistrict,stateSenate,39,15
stateAssemblyDistrict,stateSenate,39,16
stateAssemblyDistrict,stateSenate,46,22
stateAssemblyDistrict,stateSenate,46,23
stateAssemblyDistrict,stateSenate,47,17
stateAssemblyDistrict,stateSenate,47,22
stateAssemblyDistrict,stateSenate,47,23
stateAssemblyDistrict,stateSenate,69,28
stateAssemblyDistrict,stateSenate,69,29
stateAssemblyDistrict,stateSenate,69,30
stateAssemblyDistrict,stateSenate,69,31
stateAssemblyDistrict,stateSenate,79,29
stateAssemblyDistrict,stateSenate,79,32
stateAssemblyDistrict,stateSenate,79,33
stateAssemblyDistrict,stateSenate,84,29
stateAssemblyDistrict,stateSenate,84,32
stateAssemblyDistrict,stateSenate,84,34
stateAssemblyDistrict,stateSenate,78,32
stateAssemblyDistrict,stateSenate,78,33
stateAssemblyDistrict,stateSenate,78,34
stateAssemblyDistrict,stateSenate,78,36
stateAssemblyDistrict,stateSenate,86,29
stateAssemblyDistrict,stateSenate,86,31
stateAssemblyDistrict,stateSenate,86,33
stateAssemblyDistrict,stateSenate,31,10
stateAssemblyDistrict,stateSenate,31,14
stateAssemblyDistrict,stateSenate,31,15
stateAssemblyDistrict,stateSenate,24,10
stateAssemblyDistrict,stateSenate,24,11
stateAssemblyDistrict,stateSenate,24,14
stateAssemblyDistrict,stateSenate,24,16
stateAssemblyDistrict,stateSenate,29,10
stateAssemblyDistrict,stateSenate,29,11
stateAssemblyDistrict,stateSenate,29,14
stateAssemblyDistrict,stateSenate,77,29
stateAssemblyDistrict,stateSenate,77,32
stateAssemblyDistrict,stateSenate,77,33
stateAssemblyDistrict,stateSenate,61,23
stateAssemblyDistrict,stateSenate,61,24
stateAssemblyDistrict,stateSenate,30,12
stateAssemblyDistrict,stateSenate,30,13
stateAssemblyDistrict,stateSenate,30,15
stateAssemblyDistrict,stateSenate,30,16
stateAssemblyDistrict,stateSenate,37,12
stateAssemblyDistrict,stateSenate,37,15
stateAssemblyDistrict,stateSenate,37,18
stateAssemblyDistrict,stateSenate,37,27
stateAssemblyDistrict,stateSenate,37,29
stateAssemblyDistrict,stateSenate,23,10
stateAssemblyDistrict,stateSenate,23,12
stateAssemblyDistrict,stateSenate,23,15
stateAssemblyDistrict,stateSenate,23,19
stateAssemblyDistrict,stateSenate,60,12
stateAssemblyDistrict,stateSenate,60,15
stateAssemblyDistrict,stateSenate,60,18
stateAssemblyDistrict,stateSenate,60,19
stateAssemblyDistrict,stateSenate,60,20
stateAssemblyDistrict,stateSenate,83,34
stateAssemblyDistrict,stateSenate,83,36
stateAssemblyDistrict,stateSenate,38,10
stateAssemblyDistrict,stateSenate,38,12
stateAssemblyDistrict,stateSenate,38,15
stateAssemblyDistrict,stateSenate,38,18
stateAssemblyDistrict,stateSenate,38,19
stateAssemblyDistrict,stateSenate,54,12
stateAssemblyDistrict,stateSenate,54,18
stateAssemblyDistrict,stateSenate,54,19
stateAssemblyDistrict,stateSenate,54,25
stateAssemblyDistrict,stateSenate,71,30
stateAssemblyDistrict,stateSenate,71,31
stateAssemblyDistrict,stateSenate,67,27
stateAssemblyDistrict,stateSenate,67,28
stateAssemblyDistrict,stateSenate,67,29
stateAssemblyDistrict,stateSenate,67,30
stateAssemblyDistrict,stateSenate,67,31
stateAssemblyDistrict,stateSenate,75,27
stateAssemblyDistrict,stateSenate,75,28
stateAssemblyDistrict,stateSenate,75,29
stateAssemblyDistrict,stateSenate,75,31
stateAssemblyDistrict,stateSenate,74,18
stateAssemblyDistrict,stateSenate,74,26
stateAssemblyDistrict,stateSenate,74,27
stateAssemblyDistrict,stateSenate,74,28
stateAssemblyDistrict,stateSenate,74,29
stateAssemblyDistrict,stateSenate,76,12
stateAssemblyDistrict,stateSenate,76,27
stateAssemblyDistrict,stateSenate,76,28
stateAssemblyDistrict,stateSenate,76,29
borough,communityDistrict,5,501
borough,communityDistrict,5,502
borough,communityDistrict,5,503
borough,communityDistrict,5,595
borough,communityDistrict,2,201
borough,communityDistrict,2,202
borough,communityDistrict,2,203
borough,communityDistrict,2,204
borough,communityDistrict,2,205
borough,communityDistrict,2,206
borough,communityDistrict,2,207
borough,communityDistrict,2,208
borough,communityDistrict,2,209
borough,communityDistrict,2,210
borough,communityDistrict,2,211
borough,communityDistrict,2,212
borough,communityDistrict,2,226
borough,communityDistrict,2,227
borough,communityDistrict,2,228
borough,communityDistrict,2,401
borough,communityDistrict,3,301
borough,communityDistrict,3,302
borough,communityDistrict,3,303
borough,communityDistrict,3,304
borough,communityDistrict,3,305
borough,communityDistrict,3,306
borough,communityDistrict,3,307
borough,communityDistrict,3,308
borough,communityDistrict,3,309
borough,communityDistrict,3,310
borough,communityDistrict,3,311
borough,communityDistrict,3,312
borough,communityDistrict,3,313
borough,communityDistrict,3,314
borough,communityDistrict,3,315
borough,communityDistrict,3,316
borough,communityDistrict,3,317
borough,communityDistrict,3,318
borough,communityDistrict,3,355
borough,communityDistrict,3,356
borough,communityDistrict,3,405
borough,communityDistrict,3,409
borough,communityDistrict,3,410
borough,communityDistrict,4,106
borough,communityDistrict,4,301
borough,communityDistrict,4,304
borough,communityDistrict,4,305
borough,communityDistrict,4,356
borough,communityDistrict,4,401
borough,communityDistrict,4,402
borough,communityDistrict,4,403
borough,communityDistrict,4,404
borough,communityDistrict,4,405
borough,communityDistrict,4,406
borough,communityDistrict,4,407
borough,communityDistrict,4,408
borough,communityDistrict,4,409
borough,communityDistrict,4,410
borough,communityDistrict,4,411
borough,communityDistrict,4,412
borough,communityDistrict,4,413
borough,communityDistrict,4,414
borough,communityDistrict,4,480
borough,communityDistrict,4,481
borough,communityDistrict,4,482
borough,communityDistrict,4,483
borough,communityDistrict,4,484
borough,communityDistrict,1,101
borough,communityDistrict,1,102
borough,communityDistrict,1,103
borough,communityDistrict,1,104
borough,communityDistrict,1,105
borough,communityDistrict,1,106
borough,communityDistrict,1,107
borough,communityDistrict,1,108
borough,communityDistrict,1,109
borough,communityDistrict,1,110
borough,communityDistrict,1,111
borough,communityDistrict,1,112
borough,communityDistrict,1,164
borough,communityDistrict,1,207
borough,communityDistrict,1,208
borough,communityDistrict,1,301
borough,communityDistrict,1,302
borough,communityDistrict,1,306
borough,communityDistrict,1,401
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,5,8
borough,fireCompany,2,14
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,7
borough,fireCompany,2,6
borough,fireCompany,2,7
borough,fireCompany,3,8
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,8
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,8
borough,fireCompany,3,8
borough,fireCompany,3,8
borough,fireCompany,3,8
borough,fireCompany,3,8
borough,fireCompany,3,8
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,8
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,13
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,8
borough,fireCompany,3,13
borough,fireCompany,3,15
borough,fireCompany,3,14
borough,fireCompany,3,13
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,8
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,8
borough,fireCompany,3,13
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,8
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,8
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,13
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,8
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,8
borough,fireCompany,3,8
borough,fireCompany,3,8
borough,fireCompany,3,8
borough,fireCompany,3,15
borough,fireCompany,3,8
borough,fireCompany,3,13
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,15
borough,fireCompany,3,11
borough,fireCompany,3,15
borough,fireCompany,4,11
borough,fireCompany,4,15
borough,fireCompany,4,15
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,11
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,15
borough,fireCompany,4,15
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,11
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,4,13
borough,fireCompany,4,15
borough,fireCompany,4,13
borough,fireCompany,4,14
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,11
borough,fireCompany,1,11
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,11
borough,fireCompany,1,11
borough,fireCompany,1,3
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,fireCompany,1,14
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,6
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,7
borough,fireCompany,1,6
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,6
borough,fireCompany,1,7
borough,fireCompany,1,7
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,7
borough,fireCompany,1,7
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,fireCompany,1,11
borough,fireCompany,1,1
borough,fireCompany,1,14
borough,fireCompany,1,11
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,6
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,6
borough,fireCompany,1,1
borough,fireCompany,1,6
borough,fireCompany,1,7
borough,fireCompany,1,3
borough,fireCompany,1,7
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,3
borough,fireCompany,1,7
borough,fireCompany,1,1
borough,fireCompany,1,7
borough,fireCompany,1,1
borough,fireCompany,1,3
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,fireCompany,1,1
borough,neighborhood,5,SI48
borough,neighborhood,5,SI01
borough,neighborhood,5,SI11
borough,neighborhood,5,SI32
borough,neighborhood,5,SI07
borough,neighborhood,5,SI05
borough,neighborhood,5,SI24
borough,neighborhood,5,SI08
borough,neighborhood,5,SI35
borough,neighborhood,5,SI22
borough,neighborhood,5,SI36
borough,neighborhood,5,SI45
borough,neighborhood,5,SI25
borough,neighborhood,5,SI54
borough,neighborhood,5,SI99
borough,neighborhood,5,SI14
borough,neighborhood,5,SI37
borough,neighborhood,5,SI12
borough,neighborhood,5,SI28
borough,neighborhood,2,BX55
borough,neighborhood,2,BX28
borough,neighborhood,2,BX52
borough,neighborhood,2,BX26
borough,neighborhood,2,BX09
